#TYPE Microsoft.ActiveDirectory.Management.ADUser
"Description","DistinguishedName","Enabled","GivenName","Manager","Name","ObjectClass","ObjectGUID","SamAccountName","SID","Surname","Title","UserPrincipalName"
,"CN=ltelles,OU=_USERS,DC=JARVIS,DC=control","True","lashunda","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ltelles","user","50d008e1-e882-497d-aef9-c79d51156e9b","ltelles","S-1-5-21-2821128765-1132289501-3721947759-1718","telles",,
,"CN=bdubrey,OU=_USERS,DC=JARVIS,DC=control","True","benito","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","bdubrey","user","6ca2bc46-f1fb-4242-905b-250823bdca03","bdubrey","S-1-5-21-2821128765-1132289501-3721947759-1719","dubrey",,
,"CN=clobdell,OU=_USERS,DC=JARVIS,DC=control","True","carson","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","clobdell","user","7738e7b2-21f4-44a7-b0e4-efa3f8796906","clobdell","S-1-5-21-2821128765-1132289501-3721947759-1720","lobdell",,
,"CN=jdurgin,OU=_USERS,DC=JARVIS,DC=control","True","jarrett","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jdurgin","user","5d259493-76d4-4af7-9f3b-2dc72e28b6ef","jdurgin","S-1-5-21-2821128765-1132289501-3721947759-1721","durgin",,
,"CN=dtrueman,OU=_USERS,DC=JARVIS,DC=control","True","darcy","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dtrueman","user","a1f7ed47-0d59-4247-986d-89532e5811af","dtrueman","S-1-5-21-2821128765-1132289501-3721947759-1722","trueman",,
,"CN=sedgley,OU=_USERS,DC=JARVIS,DC=control","True","syreeta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","sedgley","user","ab50b322-9c97-4438-a575-dc6053b6f740","sedgley","S-1-5-21-2821128765-1132289501-3721947759-1723","edgley",,
,"CN=ahamamoto,OU=_USERS,DC=JARVIS,DC=control","True","angelic","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ahamamoto","user","f95fd2cf-3a47-4c9f-aef6-129b2fc14ed4","ahamamoto","S-1-5-21-2821128765-1132289501-3721947759-1724","hamamoto",,
,"CN=vclouse,OU=_USERS,DC=JARVIS,DC=control","True","vallie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","vclouse","user","56a3a0bb-73ff-4451-b4e3-8f9da9b0fef7","vclouse","S-1-5-21-2821128765-1132289501-3721947759-1725","clouse",,
,"CN=flombardo,OU=_USERS,DC=JARVIS,DC=control","True","faith","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","flombardo","user","bd5d787b-4466-44b6-b56f-03785d060a22","flombardo","S-1-5-21-2821128765-1132289501-3721947759-1726","lombardo",,
,"CN=swireman,OU=_USERS,DC=JARVIS,DC=control","True","shelli","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","swireman","user","3f0db3f5-8dc5-404c-a4ac-1c035a5a9ae8","swireman","S-1-5-21-2821128765-1132289501-3721947759-1727","wireman",,
,"CN=swein,OU=_USERS,DC=JARVIS,DC=control","True","september","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","swein","user","41ff9d4c-3f10-41e8-8145-b2392ac17688","swein","S-1-5-21-2821128765-1132289501-3721947759-1728","wein",,
,"CN=tlongacre,OU=_USERS,DC=JARVIS,DC=control","True","timika","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tlongacre","user","37e25e3a-dd9b-4692-9f75-74fd9b678320","tlongacre","S-1-5-21-2821128765-1132289501-3721947759-1729","longacre",,
,"CN=vbagnall,OU=_USERS,DC=JARVIS,DC=control","True","valentine","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","vbagnall","user","3ee0f3b4-4788-4834-bda8-b7703dc78be5","vbagnall","S-1-5-21-2821128765-1132289501-3721947759-1730","bagnall",,
,"CN=ehott,OU=_USERS,DC=JARVIS,DC=control","True","elenore","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ehott","user","dd29df47-c73b-40c8-961e-9d617d1d7a15","ehott","S-1-5-21-2821128765-1132289501-3721947759-1731","hott",,
,"CN=knewton,OU=_USERS,DC=JARVIS,DC=control","True","kaye","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","knewton","user","11a50a33-56b1-47c5-9b15-83354d18ad1c","knewton","S-1-5-21-2821128765-1132289501-3721947759-1732","newton",,
,"CN=dgetty,OU=_USERS,DC=JARVIS,DC=control","True","doris","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dgetty","user","823cf4a8-a80c-462d-9b5e-2c207a55d7a4","dgetty","S-1-5-21-2821128765-1132289501-3721947759-1733","getty",,
,"CN=cpalermo,OU=_USERS,DC=JARVIS,DC=control","True","clarissa","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cpalermo","user","0d279a92-08f0-49d8-ab0c-77c5a5fee04f","cpalermo","S-1-5-21-2821128765-1132289501-3721947759-1734","palermo",,
,"CN=ewardell,OU=_USERS,DC=JARVIS,DC=control","True","elvera","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ewardell","user","23348eef-42f7-43ac-bbd1-75b53a3ac872","ewardell","S-1-5-21-2821128765-1132289501-3721947759-1735","wardell",,
,"CN=nhoriuchi,OU=_USERS,DC=JARVIS,DC=control","True","noreen","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","nhoriuchi","user","84c1c00c-d750-4877-94ea-cb0802581c2c","nhoriuchi","S-1-5-21-2821128765-1132289501-3721947759-1736","horiuchi",,
,"CN=cgwinn,OU=_USERS,DC=JARVIS,DC=control","True","candie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cgwinn","user","c81dbf6e-04b8-43fe-a693-1caa4a5cfa56","cgwinn","S-1-5-21-2821128765-1132289501-3721947759-1737","gwinn",,
,"CN=hmelendy,OU=_USERS,DC=JARVIS,DC=control","True","hae","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","hmelendy","user","2a3d5abe-bc6f-4ec3-8831-3a6b7f1aae81","hmelendy","S-1-5-21-2821128765-1132289501-3721947759-1738","melendy",,
,"CN=ckocher,OU=_USERS,DC=JARVIS,DC=control","True","cleopatra","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ckocher","user","b3a928ed-430c-441b-a7d8-148fd7b1441a","ckocher","S-1-5-21-2821128765-1132289501-3721947759-1739","kocher",,
,"CN=abargo,OU=_USERS,DC=JARVIS,DC=control","True","antonio","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","abargo","user","df13b623-2d55-4140-ab98-072ec53d1d5a","abargo","S-1-5-21-2821128765-1132289501-3721947759-1740","bargo",,
,"CN=lnarvaez,OU=_USERS,DC=JARVIS,DC=control","True","leontine","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lnarvaez","user","a1a96d29-d434-4502-bd2b-f32ab596a9e5","lnarvaez","S-1-5-21-2821128765-1132289501-3721947759-1741","narvaez",,
,"CN=cgurley,OU=_USERS,DC=JARVIS,DC=control","True","ceola","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cgurley","user","4c3d802a-7d4e-4192-bdc8-8f29b5884cbc","cgurley","S-1-5-21-2821128765-1132289501-3721947759-1742","gurley",,
,"CN=mmader,OU=_USERS,DC=JARVIS,DC=control","True","marlon","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mmader","user","43d33602-8f9a-4998-bcff-0147a2d882c3","mmader","S-1-5-21-2821128765-1132289501-3721947759-1743","mader",,
,"CN=gagostini,OU=_USERS,DC=JARVIS,DC=control","True","gearldine","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","gagostini","user","6abfde5b-37c0-4742-9280-9ef8c1c5c5cd","gagostini","S-1-5-21-2821128765-1132289501-3721947759-1744","agostini",,
,"CN=lkerns,OU=_USERS,DC=JARVIS,DC=control","True","latasha","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lkerns","user","9254401b-4cb2-4766-ada6-b4b75b934c10","lkerns","S-1-5-21-2821128765-1132289501-3721947759-1745","kerns",,
,"CN=smart,OU=_USERS,DC=JARVIS,DC=control","True","sachiko","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","smart","user","0201940d-3b6d-44e3-84f6-dd18e1a4fd35","smart","S-1-5-21-2821128765-1132289501-3721947759-1746","mart",,
,"CN=pfarnan,OU=_USERS,DC=JARVIS,DC=control","True","paul","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","pfarnan","user","61428a66-ea59-40d7-8221-628338f2b452","pfarnan","S-1-5-21-2821128765-1132289501-3721947759-1747","farnan",,
,"CN=emanzanares,OU=_USERS,DC=JARVIS,DC=control","True","eldridge","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","emanzanares","user","49d1e304-9513-4c37-8c19-677e00f09432","emanzanares","S-1-5-21-2821128765-1132289501-3721947759-1748","manzanares",,
,"CN=slivingstone,OU=_USERS,DC=JARVIS,DC=control","True","stephen","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","slivingstone","user","de63348c-fb8c-44f3-9d0c-a3a0d1c756c6","slivingstone","S-1-5-21-2821128765-1132289501-3721947759-1749","livingstone",,
,"CN=sklingbeil,OU=_USERS,DC=JARVIS,DC=control","True","serena","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","sklingbeil","user","81ce0078-b933-4880-ab38-39f3e6a58087","sklingbeil","S-1-5-21-2821128765-1132289501-3721947759-1750","klingbeil",,
,"CN=gheideman,OU=_USERS,DC=JARVIS,DC=control","True","glendora","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","gheideman","user","e34e04b2-5011-43d3-ac22-3894af8684e1","gheideman","S-1-5-21-2821128765-1132289501-3721947759-1751","heideman",,
,"CN=sorear,OU=_USERS,DC=JARVIS,DC=control","True","shonna","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","sorear","user","c9466def-18a7-4762-81f2-d2ccc3277874","sorear","S-1-5-21-2821128765-1132289501-3721947759-1752","orear",,
,"CN=swolford,OU=_USERS,DC=JARVIS,DC=control","True","shawnee","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","swolford","user","f9425dad-95bd-43e5-9cc9-0648f2ace682","swolford","S-1-5-21-2821128765-1132289501-3721947759-1753","wolford",,
,"CN=jgolding,OU=_USERS,DC=JARVIS,DC=control","True","julene","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jgolding","user","9daad45b-f8a3-42e9-a98e-05de9d65ff17","jgolding","S-1-5-21-2821128765-1132289501-3721947759-1754","golding",,
,"CN=abilderback,OU=_USERS,DC=JARVIS,DC=control","True","ashley","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","abilderback","user","24dae059-f9f5-4462-94f4-0863f18083ce","abilderback","S-1-5-21-2821128765-1132289501-3721947759-1755","bilderback",,
,"CN=operrone,OU=_USERS,DC=JARVIS,DC=control","True","opal","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","operrone","user","1bd74817-eb48-4257-a6b2-a58d05ca5ba1","operrone","S-1-5-21-2821128765-1132289501-3721947759-1756","perrone",,
,"CN=kspearman,OU=_USERS,DC=JARVIS,DC=control","True","kelley","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kspearman","user","5ee35927-35c5-4767-8b7a-83b4eae6928e","kspearman","S-1-5-21-2821128765-1132289501-3721947759-1757","spearman",,
,"CN=ctrueblood,OU=_USERS,DC=JARVIS,DC=control","True","carli","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ctrueblood","user","3035c8f1-7675-464b-8f5a-09090c7ee94a","ctrueblood","S-1-5-21-2821128765-1132289501-3721947759-1758","trueblood",,
,"CN=bmaziarz,OU=_USERS,DC=JARVIS,DC=control","True","blanca","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","bmaziarz","user","092ce57b-8bc7-48a4-9b4e-1cf71e8d04c3","bmaziarz","S-1-5-21-2821128765-1132289501-3721947759-1759","maziarz",,
,"CN=ngwyn,OU=_USERS,DC=JARVIS,DC=control","True","nicola","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ngwyn","user","6b06989c-a857-4652-a47c-8571e30c73fa","ngwyn","S-1-5-21-2821128765-1132289501-3721947759-1760","gwyn",,
,"CN=kcapel,OU=_USERS,DC=JARVIS,DC=control","True","krystle","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kcapel","user","f990a7ec-5a0d-4ae5-bb4e-3c2ed72d8021","kcapel","S-1-5-21-2821128765-1132289501-3721947759-1761","capel",,
,"CN=mbergin,OU=_USERS,DC=JARVIS,DC=control","True","marjorie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mbergin","user","1d818a96-c1db-4da9-b968-e935dc3d22f3","mbergin","S-1-5-21-2821128765-1132289501-3721947759-1762","bergin",,
,"CN=jmusgrave,OU=_USERS,DC=JARVIS,DC=control","True","jong","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jmusgrave","user","b9601fa7-24c8-4b4f-a12e-4dc7fa36fb38","jmusgrave","S-1-5-21-2821128765-1132289501-3721947759-1763","musgrave",,
,"CN=rcartledge,OU=_USERS,DC=JARVIS,DC=control","True","richard","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","rcartledge","user","519501a6-d9d1-44ab-9011-c2e7dca74826","rcartledge","S-1-5-21-2821128765-1132289501-3721947759-1764","cartledge",,
,"CN=gleanos,OU=_USERS,DC=JARVIS,DC=control","True","gladys","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","gleanos","user","86b170d9-927f-48be-bcf9-ef29e75a2373","gleanos","S-1-5-21-2821128765-1132289501-3721947759-1765","leanos",,
,"CN=skasprzak,OU=_USERS,DC=JARVIS,DC=control","True","shelia","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","skasprzak","user","f49474fe-01f7-4d66-bc95-f0e679604507","skasprzak","S-1-5-21-2821128765-1132289501-3721947759-1766","kasprzak",,
,"CN=dfeist,OU=_USERS,DC=JARVIS,DC=control","True","danille","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dfeist","user","8f7da349-766e-4398-9358-051323f106ae","dfeist","S-1-5-21-2821128765-1132289501-3721947759-1767","feist",,
,"CN=cgangemi,OU=_USERS,DC=JARVIS,DC=control","True","carl","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cgangemi","user","eeaf9245-2ef1-409d-a448-2a3fa89c1347","cgangemi","S-1-5-21-2821128765-1132289501-3721947759-1768","gangemi",,
,"CN=ckee,OU=_USERS,DC=JARVIS,DC=control","True","chloe","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ckee","user","a7d7d853-4464-4d64-9114-88eac7b7220e","ckee","S-1-5-21-2821128765-1132289501-3721947759-1769","kee",,
,"CN=rfuston,OU=_USERS,DC=JARVIS,DC=control","True","roslyn","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","rfuston","user","024497be-13c8-46a1-8d91-fd9374898c18","rfuston","S-1-5-21-2821128765-1132289501-3721947759-1770","fuston",,
,"CN=okuntz,OU=_USERS,DC=JARVIS,DC=control","True","oleta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","okuntz","user","5d8f4e15-c823-4bcd-92d3-040370d16cad","okuntz","S-1-5-21-2821128765-1132289501-3721947759-1771","kuntz",,
,"CN=lpierro,OU=_USERS,DC=JARVIS,DC=control","True","lawerence","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lpierro","user","b599ddcb-b97d-4094-942e-620cc3322335","lpierro","S-1-5-21-2821128765-1132289501-3721947759-1772","pierro",,
,"CN=earcher,OU=_USERS,DC=JARVIS,DC=control","True","evalyn","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","earcher","user","e4fe108d-8096-4cf2-aedb-b9160ac86081","earcher","S-1-5-21-2821128765-1132289501-3721947759-1773","archer",,
,"CN=mleone,OU=_USERS,DC=JARVIS,DC=control","True","maxine","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mleone","user","619e1afd-41b7-46ba-9a8a-c0336bd03fb3","mleone","S-1-5-21-2821128765-1132289501-3721947759-1774","leone",,
,"CN=gshadle,OU=_USERS,DC=JARVIS,DC=control","True","gary","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","gshadle","user","18d11d45-585b-4d43-b315-fa02a0c763b5","gshadle","S-1-5-21-2821128765-1132289501-3721947759-1775","shadle",,
,"CN=lsotelo,OU=_USERS,DC=JARVIS,DC=control","True","lean","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lsotelo","user","f308358d-4bdc-450f-9d7a-25876c3cfc89","lsotelo","S-1-5-21-2821128765-1132289501-3721947759-1776","sotelo",,
,"CN=fvalois,OU=_USERS,DC=JARVIS,DC=control","True","fidelia","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","fvalois","user","7b018271-9580-48a8-8150-d82c19359f42","fvalois","S-1-5-21-2821128765-1132289501-3721947759-1777","valois",,
,"CN=cbarrier,OU=_USERS,DC=JARVIS,DC=control","True","cristina","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cbarrier","user","0230f210-e1e5-4bca-81ce-79bf94c4216d","cbarrier","S-1-5-21-2821128765-1132289501-3721947759-1778","barrier",,
,"CN=jboughton,OU=_USERS,DC=JARVIS,DC=control","True","janice","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jboughton","user","a66adf22-88ff-4cfd-96a7-65a855591dd9","jboughton","S-1-5-21-2821128765-1132289501-3721947759-1779","boughton",,
,"CN=hzickefoose,OU=_USERS,DC=JARVIS,DC=control","True","hannah","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","hzickefoose","user","b222303b-a6dc-4e89-bae6-bc3c5ff6376f","hzickefoose","S-1-5-21-2821128765-1132289501-3721947759-1780","zickefoose",,
,"CN=tcribb,OU=_USERS,DC=JARVIS,DC=control","True","tamatha","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tcribb","user","092f29a7-6dad-4ecc-af0f-a8fa56641ff4","tcribb","S-1-5-21-2821128765-1132289501-3721947759-1781","cribb",,
,"CN=ckeeble,OU=_USERS,DC=JARVIS,DC=control","True","carlie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ckeeble","user","bc2c0ed3-7edc-4041-9626-09d54c5c3df7","ckeeble","S-1-5-21-2821128765-1132289501-3721947759-1782","keeble",,
,"CN=wgraff,OU=_USERS,DC=JARVIS,DC=control","True","wilton","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","wgraff","user","7b9fd9c2-0e83-40a8-874e-6a96336ecb03","wgraff","S-1-5-21-2821128765-1132289501-3721947759-1783","graff",,
,"CN=slaverty,OU=_USERS,DC=JARVIS,DC=control","True","stacey","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","slaverty","user","8c587ff7-96f2-45d6-a6d1-12b5d476c298","slaverty","S-1-5-21-2821128765-1132289501-3721947759-1784","laverty",,
,"CN=ewhitcomb,OU=_USERS,DC=JARVIS,DC=control","True","eda","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ewhitcomb","user","b1b555ca-b7b3-4fe8-a3a9-057d645d2e8f","ewhitcomb","S-1-5-21-2821128765-1132289501-3721947759-1785","whitcomb",,
,"CN=ctillery,OU=_USERS,DC=JARVIS,DC=control","True","chandra","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ctillery","user","84912e1c-d606-440a-8298-a3a93dc83708","ctillery","S-1-5-21-2821128765-1132289501-3721947759-1786","tillery",,
,"CN=bwalburn,OU=_USERS,DC=JARVIS,DC=control","True","beatris","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","bwalburn","user","b90b3bce-3cf1-4ab6-b51c-d6e509b2e9e8","bwalburn","S-1-5-21-2821128765-1132289501-3721947759-1787","walburn",,
,"CN=sbudge,OU=_USERS,DC=JARVIS,DC=control","True","shasta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","sbudge","user","bfce0101-669c-49cc-a589-1fba63dabf3f","sbudge","S-1-5-21-2821128765-1132289501-3721947759-1788","budge",,
,"CN=cmacri,OU=_USERS,DC=JARVIS,DC=control","True","carmella","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","cmacri","user","2c486d1e-532b-48f5-adbf-6f50ee47bc90","cmacri","S-1-5-21-2821128765-1132289501-3721947759-1789","macri",,
,"CN=iegli,OU=_USERS,DC=JARVIS,DC=control","True","irmgard","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","iegli","user","c0ae2441-9c9e-4ac3-a83b-02e7d2dd6ad9","iegli","S-1-5-21-2821128765-1132289501-3721947759-1790","egli",,
,"CN=jduvall,OU=_USERS,DC=JARVIS,DC=control","True","joanna","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","jduvall","user","22d4a84f-1c38-4964-ac84-ca64fbed3368","jduvall","S-1-5-21-2821128765-1132289501-3721947759-1791","duvall",,
,"CN=tschweiger,OU=_USERS,DC=JARVIS,DC=control","True","thomasena","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","tschweiger","user","73f2ea21-83a2-4876-9106-4f3cf853f977","tschweiger","S-1-5-21-2821128765-1132289501-3721947759-1792","schweiger",,
,"CN=bdilks,OU=_USERS,DC=JARVIS,DC=control","True","blossom","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","bdilks","user","15b1b2e9-282c-4a92-bf6f-d1442e0b332c","bdilks","S-1-5-21-2821128765-1132289501-3721947759-1793","dilks",,
,"CN=haispuro,OU=_USERS,DC=JARVIS,DC=control","True","hyacinth","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","haispuro","user","63cc005c-2590-425b-b5e7-24773134b0a9","haispuro","S-1-5-21-2821128765-1132289501-3721947759-1794","aispuro",,
,"CN=llatshaw,OU=_USERS,DC=JARVIS,DC=control","True","lorinda","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","llatshaw","user","2802a551-d8a1-4c63-a901-b8c065fb6b94","llatshaw","S-1-5-21-2821128765-1132289501-3721947759-1795","latshaw",,
,"CN=dhertz,OU=_USERS,DC=JARVIS,DC=control","True","donnetta","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","dhertz","user","38cec553-42c8-4960-b682-d3078650dd29","dhertz","S-1-5-21-2821128765-1132289501-3721947759-1796","hertz",,
,"CN=kshumaker,OU=_USERS,DC=JARVIS,DC=control","True","kizzie","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","kshumaker","user","5eb08604-0902-4de9-9d3e-b46b41eaeb55","kshumaker","S-1-5-21-2821128765-1132289501-3721947759-1797","shumaker",,
,"CN=ccorea,OU=_USERS,DC=JARVIS,DC=control","True","carla","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","ccorea","user","30d05947-2bad-4785-b15c-1e238992d041","ccorea","S-1-5-21-2821128765-1132289501-3721947759-1798","corea",,
,"CN=lgersten,OU=_USERS,DC=JARVIS,DC=control","True","lauran","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","lgersten","user","58f93038-e307-437b-b513-031ae6d58faa","lgersten","S-1-5-21-2821128765-1132289501-3721947759-1799","gersten",,
,"CN=hlamons,OU=_USERS,DC=JARVIS,DC=control","True","heriberto","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","hlamons","user","c0f63494-f4b9-47c2-b4fb-9c6bd431fb59","hlamons","S-1-5-21-2821128765-1132289501-3721947759-1800","lamons",,
,"CN=pkummer,OU=_USERS,DC=JARVIS,DC=control","True","preston","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","pkummer","user","0fc2b9cf-ccec-4aff-b8d0-0152f5aaf042","pkummer","S-1-5-21-2821128765-1132289501-3721947759-1801","kummer",,
,"CN=mleisinger,OU=_USERS,DC=JARVIS,DC=control","True","miriam","CN=Captain America,OU=Disable,OU=MARVEL,DC=JARVIS,DC=control","mleisinger","user","16047e77-af00-4bc2-80df-9a73822e3905","mleisinger","S-1-5-21-2821128765-1132289501-3721947759-1802","leisinger",,
